Time,date,year,YearMonth,MonthHour,MonthDay,DayHour,month,day,hour,wd_s,ws_s,Rainfall_s,lowleaf_s,temp_s,uvb_s,PM2.5_s
2018-01-01 05,1/1/2018 5,2018,2018-1,5-Jan,1-Jan,5-Jan,1,1,5,349.33,1.37,0.00,1.92,296.92,0.00,24.33
2018-01-01 06,1/1/2018 6,2018,2018-1,6-Jan,1-Jan,6-Jan,1,1,6,341.67,1.37,0.00,1.92,296.40,0.00,27.33
2018-01-01 07,1/1/2018 7,2018,2018-1,7-Jan,1-Jan,7-Jan,1,1,7,342.00,1.40,0.00,1.92,295.95,0.00,31.33
2018-01-01 08,1/1/2018 8,2018,2018-1,8-Jan,1-Jan,8-Jan,1,1,8,346.33,1.33,0.00,1.92,295.94,4580.61,33.00
2018-01-01 09,1/1/2018 9,2018,2018-1,9-Jan,1-Jan,9-Jan,1,1,9,245.00,1.20,0.00,1.92,296.41,29870.49,36.67
2018-01-01 10,1/1/2018 10,2018,2018-1,10-Jan,1-Jan,10-Jan,1,1,10,144.00,1.07,0.00,1.92,297.78,80366.32,31.33
2018-01-01 11,1/1/2018 11,2018,2018-1,11-Jan,1-Jan,11-Jan,1,1,11,39.33,0.90,0.00,1.92,299.30,159297.63,27.67
2018-01-01 12,1/1/2018 12,2018,2018-1,12-Jan,1-Jan,12-Jan,1,1,12,31.33,0.77,0.00,1.92,300.79,240992.85,25.00
2018-01-01 13,1/1/2018 13,2018,2018-1,13-Jan,1-Jan,13-Jan,1,1,13,120.00,0.63,0.00,1.92,301.96,305082.08,26.33
2018-01-01 14,1/1/2018 14,2018,2018-1,14-Jan,1-Jan,14-Jan,1,1,14,208.33,0.50,0.00,1.92,303.01,337679.98,30.00
2018-01-01 15,1/1/2018 15,2018,2018-1,15-Jan,1-Jan,15-Jan,1,1,15,264.00,0.33,0.00,1.92,303.78,323212.80,35.67
2018-01-01 16,1/1/2018 16,2018,2018-1,16-Jan,1-Jan,16-Jan,1,1,16,205.67,0.20,0.00,1.92,303.91,285272.77,39.00
2018-01-01 17,1/1/2018 17,2018,2018-1,17-Jan,1-Jan,17-Jan,1,1,17,166.33,0.13,0.00,1.92,303.72,208570.14,40.33
2018-01-01 18,1/1/2018 18,2018,2018-1,18-Jan,1-Jan,18-Jan,1,1,18,179.67,0.33,0.00,1.92,303.18,140810.23,39.33
2018-01-01 19,1/1/2018 19,2018,2018-1,19-Jan,1-Jan,19-Jan,1,1,19,197.33,0.77,0.00,1.92,302.26,67710.79,41.00
2018-01-01 20,1/1/2018 20,2018,2018-1,20-Jan,1-Jan,20-Jan,1,1,20,190.33,1.43,0.00,1.92,301.31,28303.60,42.33
2018-01-01 21,1/1/2018 21,2018,2018-1,21-Jan,1-Jan,21-Jan,1,1,21,173.33,2.00,0.00,1.92,300.52,3545.60,41.00
2018-01-01 22,1/1/2018 22,2018,2018-1,22-Jan,1-Jan,22-Jan,1,1,22,158.67,2.27,0.00,1.92,299.96,0.00,35.00
2018-01-01 23,1/1/2018 23,2018,2018-1,23-Jan,1-Jan,23-Jan,1,1,23,146.33,2.23,0.00,1.92,299.36,0.00,24.00
2018-01-02 00,2/1/2018 0,2018,2018-1,Jan-00,2-Jan,Feb-00,1,2,0,131.33,1.90,0.00,1.92,298.88,0.00,24.33
2018-01-02 01,2/1/2018 1,2018,2018-1,1-Jan,2-Jan,1-Feb,1,2,1,102.67,1.60,0.00,1.92,298.39,0.00,28.00
2018-01-02 02,2/1/2018 2,2018,2018-1,2-Jan,2-Jan,2-Feb,1,2,2,63.00,1.37,0.00,1.92,297.89,0.00,35.67
2018-01-02 03,2/1/2018 3,2018,2018-1,3-Jan,2-Jan,3-Feb,1,2,3,145.00,1.33,0.00,1.92,297.36,0.00,42.00
2018-01-02 04,2/1/2018 4,2018,2018-1,4-Jan,2-Jan,4-Feb,1,2,4,243.67,1.33,0.00,1.92,296.87,0.00,56.33
2018-01-02 05,2/1/2018 5,2018,2018-1,5-Jan,2-Jan,5-Feb,1,2,5,358.33,1.40,0.00,1.92,296.48,0.00,60.00
2018-01-02 06,2/1/2018 6,2018,2018-1,6-Jan,2-Jan,6-Feb,1,2,6,356.33,1.50,0.00,1.92,296.26,0.00,53.00
2018-01-02 07,2/1/2018 7,2018,2018-1,7-Jan,2-Jan,7-Feb,1,2,7,356.33,1.57,0.00,1.92,296.21,0.00,38.33
2018-01-02 08,2/1/2018 8,2018,2018-1,8-Jan,2-Jan,8-Feb,1,2,8,238.67,1.63,0.00,1.92,296.29,5038.01,29.00
2018-01-02 09,2/1/2018 9,2018,2018-1,9-Jan,2-Jan,9-Feb,1,2,9,130.00,1.63,0.00,1.92,296.53,32250.70,32.67
2018-01-02 10,2/1/2018 10,2018,2018-1,10-Jan,2-Jan,10-Feb,1,2,10,32.00,1.57,0.00,1.92,297.76,89664.76,32.00
2018-01-02 11,2/1/2018 11,2018,2018-1,11-Jan,2-Jan,11-Feb,1,2,11,65.67,1.33,0.00,1.92,299.28,170235.67,36.67
2018-01-02 12,2/1/2018 12,2018,2018-1,12-Jan,2-Jan,12-Feb,1,2,12,107.33,1.13,0.00,1.92,300.84,247978.02,34.67
2018-01-02 13,2/1/2018 13,2018,2018-1,13-Jan,2-Jan,13-Feb,1,2,13,142.67,1.07,0.00,1.92,301.98,306724.16,38.00
2018-01-02 14,2/1/2018 14,2018,2018-1,14-Jan,2-Jan,14-Feb,1,2,14,163.00,1.13,0.00,1.92,302.83,333149.65,39.33
2018-01-02 15,2/1/2018 15,2018,2018-1,15-Jan,2-Jan,15-Feb,1,2,15,164.67,1.20,0.00,1.92,303.45,330870.98,40.00
2018-01-02 16,2/1/2018 16,2018,2018-1,16-Jan,2-Jan,16-Feb,1,2,16,158.67,1.17,0.00,1.92,303.55,297320.90,39.00
2018-01-02 17,2/1/2018 17,2018,2018-1,17-Jan,2-Jan,17-Feb,1,2,17,160.00,1.00,0.00,1.92,303.60,238259.02,39.67
2018-01-02 18,2/1/2018 18,2018,2018-1,18-Jan,2-Jan,18-Feb,1,2,18,175.67,0.90,0.00,1.92,303.20,159660.71,38.00
2018-01-02 19,2/1/2018 19,2018,2018-1,19-Jan,2-Jan,19-Feb,1,2,19,190.67,1.10,0.00,1.92,302.34,80765.31,38.67
2018-01-02 20,2/1/2018 20,2018,2018-1,20-Jan,2-Jan,20-Feb,1,2,20,193.33,1.57,0.00,1.92,301.36,27792.79,38.33
2018-01-02 21,2/1/2018 21,2018,2018-1,21-Jan,2-Jan,21-Feb,1,2,21,180.67,2.10,0.00,1.92,300.55,3714.73,33.00
2018-01-02 22,2/1/2018 22,2018,2018-1,22-Jan,2-Jan,22-Feb,1,2,22,168.00,2.27,0.00,1.92,300.02,0.00,28.67
2018-01-02 23,2/1/2018 23,2018,2018-1,23-Jan,2-Jan,23-Feb,1,2,23,161.00,2.10,0.00,1.92,299.43,0.00,26.33
2018-01-03 00,3/1/2018 0,2018,2018-1,Jan-00,3-Jan,Mar-00,1,3,0,157.67,1.70,0.00,1.92,298.98,0.00,26.33
2018-01-03 01,3/1/2018 1,2018,2018-1,1-Jan,3-Jan,1-Mar,1,3,1,137.33,1.10,0.00,1.92,298.54,0.00,28.00
2018-01-03 02,3/1/2018 2,2018,2018-1,2-Jan,3-Jan,2-Mar,1,3,2,89.00,0.83,0.00,1.92,298.10,0.00,31.33
2018-01-03 03,3/1/2018 3,2018,2018-1,3-Jan,3-Jan,3-Mar,1,3,3,150.67,0.83,0.00,1.92,297.75,0.00,36.33
2018-01-03 04,3/1/2018 4,2018,2018-1,4-Jan,3-Jan,4-Mar,1,3,4,228.67,1.13,0.00,1.92,297.38,0.00,45.00
2018-01-03 05,3/1/2018 5,2018,2018-1,5-Jan,3-Jan,5-Mar,1,3,5,334.00,1.30,0.00,1.92,297.08,0.00,59.33
2018-01-03 06,3/1/2018 6,2018,2018-1,6-Jan,3-Jan,6-Mar,1,3,6,331.00,1.27,0.00,1.92,296.69,0.00,80.33
2018-01-03 07,3/1/2018 7,2018,2018-1,7-Jan,3-Jan,7-Mar,1,3,7,224.33,1.17,0.00,1.92,296.51,0.00,112.00
2018-01-03 08,3/1/2018 8,2018,2018-1,8-Jan,3-Jan,8-Mar,1,3,8,128.67,1.17,0.00,1.92,296.67,4348.45,128.33
2018-01-03 09,3/1/2018 9,2018,2018-1,9-Jan,3-Jan,9-Mar,1,3,9,44.00,1.13,0.00,1.92,297.21,31856.18,139.00
2018-01-03 10,3/1/2018 10,2018,2018-1,10-Jan,3-Jan,10-Mar,1,3,10,80.67,1.10,0.00,1.92,298.77,82342.50,127.00
2018-01-03 11,3/1/2018 11,2018,2018-1,11-Jan,3-Jan,11-Mar,1,3,11,127.00,0.97,0.00,1.92,300.56,163654.58,121.33
2018-01-03 12,3/1/2018 12,2018,2018-1,12-Jan,3-Jan,12-Mar,1,3,12,171.33,0.97,0.00,1.92,302.36,241854.81,108.33
2018-01-03 13,3/1/2018 13,2018,2018-1,13-Jan,3-Jan,13-Mar,1,3,13,204.33,1.07,0.00,1.92,303.61,306444.90,98.33
2018-01-03 14,3/1/2018 14,2018,2018-1,14-Jan,3-Jan,14-Mar,1,3,14,215.33,1.20,0.00,1.92,304.57,336954.69,89.67
2018-01-03 15,3/1/2018 15,2018,2018-1,15-Jan,3-Jan,15-Mar,1,3,15,213.67,1.33,0.00,1.92,305.29,319920.55,88.33
2018-01-03 16,3/1/2018 16,2018,2018-1,16-Jan,3-Jan,16-Mar,1,3,16,206.33,1.50,0.00,1.92,305.36,265901.94,75.33
2018-01-03 17,3/1/2018 17,2018,2018-1,17-Jan,3-Jan,17-Mar,1,3,17,191.33,1.70,0.00,1.92,305.12,201756.73,59.67
2018-01-03 18,3/1/2018 18,2018,2018-1,18-Jan,3-Jan,18-Mar,1,3,18,184.33,2.03,0.00,1.92,304.05,134778.94,46.00
2018-01-03 19,3/1/2018 19,2018,2018-1,19-Jan,3-Jan,19-Mar,1,3,19,179.00,2.27,0.00,1.92,302.86,77324.88,39.33
2018-01-03 20,3/1/2018 20,2018,2018-1,20-Jan,3-Jan,20-Mar,1,3,20,186.00,2.40,0.00,1.92,301.59,25299.75,33.67
2018-01-03 21,3/1/2018 21,2018,2018-1,21-Jan,3-Jan,21-Mar,1,3,21,191.67,2.30,0.00,1.92,301.04,3603.73,24.33
2018-01-03 22,3/1/2018 22,2018,2018-1,22-Jan,3-Jan,22-Mar,1,3,22,199.33,2.17,0.00,1.92,300.51,0.00,23.33
2018-01-03 23,3/1/2018 23,2018,2018-1,23-Jan,3-Jan,23-Mar,1,3,23,207.67,1.93,0.00,1.92,300.11,0.00,22.00
2018-01-04 00,4/1/2018 0,2018,2018-1,Jan-00,4-Jan,Apr-00,1,4,0,219.67,1.63,0.00,1.92,299.66,0.00,22.00
2018-01-04 01,4/1/2018 1,2018,2018-1,1-Jan,4-Jan,1-Apr,1,4,1,234.67,1.33,0.00,1.92,299.36,0.00,20.67
2018-01-04 02,4/1/2018 2,2018,2018-1,2-Jan,4-Jan,2-Apr,1,4,2,245.33,1.17,0.00,1.92,299.09,0.00,22.00
2018-01-04 03,4/1/2018 3,2018,2018-1,3-Jan,4-Jan,3-Apr,1,4,3,249.00,1.03,0.00,1.92,298.87,0.00,19.00
2018-01-04 04,4/1/2018 4,2018,2018-1,4-Jan,4-Jan,4-Apr,1,4,4,250.00,0.97,0.00,1.92,298.68,0.00,22.00
2018-01-04 05,4/1/2018 5,2018,2018-1,5-Jan,4-Jan,5-Apr,1,4,5,255.33,0.93,0.00,1.92,298.55,0.00,23.00
2018-01-04 06,4/1/2018 6,2018,2018-1,6-Jan,4-Jan,6-Apr,1,4,6,258.00,0.80,0.00,1.92,298.35,0.00,30.33
2018-01-04 07,4/1/2018 7,2018,2018-1,7-Jan,4-Jan,7-Apr,1,4,7,253.67,0.73,0.00,1.92,298.29,0.00,39.33
2018-01-04 08,4/1/2018 8,2018,2018-1,8-Jan,4-Jan,8-Apr,1,4,8,245.67,0.80,0.00,1.92,298.21,4417.16,50.67
2018-01-04 09,4/1/2018 9,2018,2018-1,9-Jan,4-Jan,9-Apr,1,4,9,245.33,1.20,0.00,1.92,298.50,29421.11,61.67
2018-01-04 10,4/1/2018 10,2018,2018-1,10-Jan,4-Jan,10-Apr,1,4,10,259.67,1.57,0.00,1.92,299.51,86667.43,67.83
2018-01-04 11,4/1/2018 11,2018,2018-1,11-Jan,4-Jan,11-Apr,1,4,11,283.67,1.70,0.00,1.92,300.90,151092.94,77.50
2018-01-04 12,4/1/2018 12,2018,2018-1,12-Jan,4-Jan,12-Apr,1,4,12,309.33,1.67,0.00,1.92,302.33,215668.23,82.50
2018-01-04 13,4/1/2018 13,2018,2018-1,13-Jan,4-Jan,13-Apr,1,4,13,329.33,1.53,0.00,1.92,303.58,276430.10,91.00
2018-01-04 14,4/1/2018 14,2018,2018-1,14-Jan,4-Jan,14-Apr,1,4,14,339.33,1.33,0.00,1.92,304.56,317375.35,91.33
2018-01-04 15,4/1/2018 15,2018,2018-1,15-Jan,4-Jan,15-Apr,1,4,15,345.67,1.07,0.00,1.92,305.45,317784.00,95.67
2018-01-04 16,4/1/2018 16,2018,2018-1,16-Jan,4-Jan,16-Apr,1,4,16,239.67,0.70,0.00,1.92,305.67,269852.40,87.33
2018-01-04 17,4/1/2018 17,2018,2018-1,17-Jan,4-Jan,17-Apr,1,4,17,183.00,0.67,0.00,1.92,305.83,202252.15,77.33
2018-01-04 18,4/1/2018 18,2018,2018-1,18-Jan,4-Jan,18-Apr,1,4,18,122.00,1.13,0.00,1.92,304.91,136419.85,61.00
2018-01-04 19,4/1/2018 19,2018,2018-1,19-Jan,4-Jan,19-Apr,1,4,19,168.33,1.97,0.00,1.92,303.70,69779.42,54.67
2018-01-04 20,4/1/2018 20,2018,2018-1,20-Jan,4-Jan,20-Apr,1,4,20,164.33,2.67,0.00,1.92,302.15,27591.75,46.33
2018-01-04 21,4/1/2018 21,2018,2018-1,21-Jan,4-Jan,21-Apr,1,4,21,159.33,2.87,0.00,1.92,301.30,3436.15,48.33
2018-01-04 22,4/1/2018 22,2018,2018-1,22-Jan,4-Jan,22-Apr,1,4,22,154.67,2.70,0.00,1.92,300.69,0.00,36.33
2018-01-04 23,4/1/2018 23,2018,2018-1,23-Jan,4-Jan,23-Apr,1,4,23,151.00,2.33,0.00,1.92,300.24,0.00,29.33
2018-01-05 00,5/1/2018 0,2018,2018-1,Jan-00,5-Jan,May-00,1,5,0,148.67,1.93,0.00,1.92,299.85,0.00,20.33
2018-01-05 01,5/1/2018 1,2018,2018-1,1-Jan,5-Jan,1-May,1,5,1,144.33,1.73,0.00,1.92,299.58,0.00,22.33
2018-01-05 02,5/1/2018 2,2018,2018-1,2-Jan,5-Jan,2-May,1,5,2,141.33,1.67,0.00,1.92,299.34,0.00,26.67
2018-01-05 03,5/1/2018 3,2018,2018-1,3-Jan,5-Jan,3-May,1,5,3,140.67,1.63,0.00,1.92,299.29,0.00,23.00
2018-01-05 04,5/1/2018 4,2018,2018-1,4-Jan,5-Jan,4-May,1,5,4,143.00,1.63,0.00,1.92,299.15,0.00,20.33
2018-01-05 05,5/1/2018 5,2018,2018-1,5-Jan,5-Jan,5-May,1,5,5,142.00,1.73,0.00,1.92,299.06,0.00,16.00
2018-01-05 06,5/1/2018 6,2018,2018-1,6-Jan,5-Jan,6-May,1,5,6,144.00,1.83,0.00,1.92,298.95,0.00,13.33
2018-01-06 07,6/1/2018 7,2018,2018-1,7-Jan,6-Jan,7-Jun,1,6,7,147.00,1.87,0.00,1.92,298.96,0.00,14.00
2018-01-06 08,6/1/2018 8,2018,2018-1,8-Jan,6-Jan,8-Jun,1,6,8,138.67,2.00,0.00,1.92,298.88,4710.44,15.67
2018-01-06 09,6/1/2018 9,2018,2018-1,9-Jan,6-Jan,9-Jun,1,6,9,125.00,2.37,0.00,1.92,299.03,31075.36,22.67
2018-01-06 10,6/1/2018 10,2018,2018-1,10-Jan,6-Jan,10-Jun,1,6,10,110.67,2.97,0.00,1.92,300.09,88022.17,23.00
2018-01-06 11,6/1/2018 11,2018,2018-1,11-Jan,6-Jan,11-Jun,1,6,11,110.33,3.60,0.00,1.92,301.63,168284.17,20.33
2018-01-06 12,6/1/2018 12,2018,2018-1,12-Jan,6-Jan,12-Jun,1,6,12,113.00,4.03,0.00,1.92,303.01,248363.02,17.00
2018-01-06 13,6/1/2018 13,2018,2018-1,13-Jan,6-Jan,13-Jun,1,6,13,117.67,4.27,0.00,1.92,303.87,287772.64,13.67
2018-01-06 14,6/1/2018 14,2018,2018-1,14-Jan,6-Jan,14-Jun,1,6,14,123.33,4.30,0.00,1.92,304.35,295165.20,12.33
2018-01-06 15,6/1/2018 15,2018,2018-1,15-Jan,6-Jan,15-Jun,1,6,15,128.67,4.40,0.00,1.92,304.77,281788.06,12.67
2018-01-06 16,6/1/2018 16,2018,2018-1,16-Jan,6-Jan,16-Jun,1,6,16,133.33,4.53,0.00,1.92,304.53,261340.25,11.33
2018-01-06 17,6/1/2018 17,2018,2018-1,17-Jan,6-Jan,17-Jun,1,6,17,136.67,4.60,0.00,1.92,304.12,219109.61,11.00
2018-01-06 18,6/1/2018 18,2018,2018-1,18-Jan,6-Jan,18-Jun,1,6,18,141.00,4.33,0.00,1.92,303.07,143271.78,10.33
2018-01-06 19,6/1/2018 19,2018,2018-1,19-Jan,6-Jan,19-Jun,1,6,19,144.67,3.90,0.00,1.92,302.08,71164.89,11.33
2018-01-06 20,6/1/2018 20,2018,2018-1,20-Jan,6-Jan,20-Jun,1,6,20,147.67,3.53,0.00,1.92,301.06,21030.54,14.33
2018-01-06 21,6/1/2018 21,2018,2018-1,21-Jan,6-Jan,21-Jun,1,6,21,145.67,3.37,0.00,1.92,300.53,3801.74,16.67
2018-01-06 22,6/1/2018 22,2018,2018-1,22-Jan,6-Jan,22-Jun,1,6,22,140.33,3.23,0.00,1.92,300.05,0.00,19.33
2018-01-06 23,6/1/2018 23,2018,2018-1,23-Jan,6-Jan,23-Jun,1,6,23,135.33,2.97,0.00,1.92,299.68,0.00,16.67
2018-01-07 00,7/1/2018 0,2018,2018-1,Jan-00,7-Jan,Jul-00,1,7,0,131.33,2.63,0.00,1.92,299.38,0.00,14.00
2018-01-07 01,7/1/2018 1,2018,2018-1,1-Jan,7-Jan,1-Jul,1,7,1,130.00,2.27,0.00,1.92,299.15,0.00,13.00
2018-01-07 02,7/1/2018 2,2018,2018-1,2-Jan,7-Jan,2-Jul,1,7,2,132.00,2.00,0.00,1.92,298.97,0.00,12.00
2018-01-07 03,7/1/2018 3,2018,2018-1,3-Jan,7-Jan,3-Jul,1,7,3,136.00,1.97,0.00,1.92,298.74,0.00,12.33
2018-01-07 04,7/1/2018 4,2018,2018-1,4-Jan,7-Jan,4-Jul,1,7,4,138.67,2.07,0.00,1.92,298.50,0.00,10.67
2018-01-07 05,7/1/2018 5,2018,2018-1,5-Jan,7-Jan,5-Jul,1,7,5,136.67,2.17,0.00,1.92,298.39,0.00,10.67
2018-01-07 06,7/1/2018 6,2018,2018-1,6-Jan,7-Jan,6-Jul,1,7,6,134.67,2.07,0.00,1.92,298.41,0.00,12.00
2018-01-07 07,7/1/2018 7,2018,2018-1,7-Jan,7-Jan,7-Jul,1,7,7,131.67,1.97,0.00,1.92,298.44,0.00,15.00
2018-01-07 08,7/1/2018 8,2018,2018-1,8-Jan,7-Jan,8-Jul,1,7,8,127.33,1.93,0.00,1.92,298.58,4593.27,15.67
2018-01-07 09,7/1/2018 9,2018,2018-1,9-Jan,7-Jan,9-Jul,1,7,9,119.00,2.20,0.00,1.92,299.03,31016.50,15.33
2018-01-07 10,7/1/2018 10,2018,2018-1,10-Jan,7-Jan,10-Jul,1,7,10,112.67,2.63,0.00,1.92,300.38,86457.02,12.00
2018-01-07 11,7/1/2018 11,2018,2018-1,11-Jan,7-Jan,11-Jul,1,7,11,109.67,2.87,0.00,1.92,301.94,160356.62,12.67
2018-01-07 12,7/1/2018 12,2018,2018-1,12-Jan,7-Jan,12-Jul,1,7,12,112.67,2.83,0.00,1.92,303.26,234162.21,13.00
2018-01-07 13,7/1/2018 13,2018,2018-1,13-Jan,7-Jan,13-Jul,1,7,13,121.33,2.53,0.00,1.92,304.13,275802.37,13.67
2018-01-07 14,7/1/2018 14,2018,2018-1,14-Jan,7-Jan,14-Jul,1,7,14,133.33,2.43,0.00,1.92,304.66,299122.85,15.33
2018-01-07 15,7/1/2018 15,2018,2018-1,15-Jan,7-Jan,15-Jul,1,7,15,144.67,2.50,0.00,1.92,305.23,299258.12,15.67
2018-01-07 16,7/1/2018 16,2018,2018-1,16-Jan,7-Jan,16-Jul,1,7,16,149.67,2.77,0.00,1.92,305.08,281676.73,13.67
2018-01-07 17,7/1/2018 17,2018,2018-1,17-Jan,7-Jan,17-Jul,1,7,17,145.67,3.07,0.00,1.92,304.73,221907.69,26.33
2018-01-07 18,7/1/2018 18,2018,2018-1,18-Jan,7-Jan,18-Jul,1,7,18,138.67,2.83,0.00,1.92,303.54,138317.26,24.00
2018-01-07 19,7/1/2018 19,2018,2018-1,19-Jan,7-Jan,19-Jul,1,7,19,132.67,2.53,0.00,1.92,302.33,62575.39,24.67
2018-01-07 20,7/1/2018 20,2018,2018-1,20-Jan,7-Jan,20-Jul,1,7,20,131.67,2.43,0.00,1.92,301.33,20531.08,12.33
2018-01-07 21,7/1/2018 21,2018,2018-1,21-Jan,7-Jan,21-Jul,1,7,21,128.33,2.80,0.00,1.92,300.85,3757.42,22.33
2018-01-07 22,7/1/2018 22,2018,2018-1,22-Jan,7-Jan,22-Jul,1,7,22,124.67,3.10,0.00,1.92,300.68,0.00,26.67
2018-01-07 23,7/1/2018 23,2018,2018-1,23-Jan,7-Jan,23-Jul,1,7,23,122.33,2.93,0.00,1.92,300.33,0.00,25.00
2018-01-08 00,8/1/2018 0,2018,2018-1,Jan-00,8-Jan,Aug-00,1,8,0,123.33,2.70,0.00,1.92,300.00,0.00,20.33
2018-01-08 01,8/1/2018 1,2018,2018-1,1-Jan,8-Jan,1-Aug,1,8,1,125.00,2.43,0.00,1.92,299.69,0.00,17.33
2018-01-08 02,8/1/2018 2,2018,2018-1,2-Jan,8-Jan,2-Aug,1,8,2,125.33,2.27,0.00,1.92,299.42,0.00,19.33
2018-01-08 03,8/1/2018 3,2018,2018-1,3-Jan,8-Jan,3-Aug,1,8,3,126.67,2.20,0.00,1.92,299.20,0.00,15.00
2018-01-08 04,8/1/2018 4,2018,2018-1,4-Jan,8-Jan,4-Aug,1,8,4,129.67,2.10,0.00,1.92,298.93,0.00,12.67
2018-01-08 05,8/1/2018 5,2018,2018-1,5-Jan,8-Jan,5-Aug,1,8,5,134.67,2.00,0.00,1.92,298.70,0.00,11.33
2018-01-08 06,8/1/2018 6,2018,2018-1,6-Jan,8-Jan,6-Aug,1,8,6,138.00,1.73,0.00,1.92,298.41,0.00,12.33
2018-01-08 07,8/1/2018 7,2018,2018-1,7-Jan,8-Jan,7-Aug,1,8,7,137.00,1.47,0.00,1.92,298.22,0.00,17.67
2018-01-08 08,8/1/2018 8,2018,2018-1,8-Jan,8-Jan,8-Aug,1,8,8,129.67,1.30,0.00,1.92,298.35,4435.05,19.33
2018-01-08 09,8/1/2018 9,2018,2018-1,9-Jan,8-Jan,9-Aug,1,8,9,119.00,1.60,0.00,1.92,298.82,29377.28,21.67
2018-01-08 10,8/1/2018 10,2018,2018-1,10-Jan,8-Jan,10-Aug,1,8,10,107.33,2.20,0.00,1.92,300.17,84263.32,21.67
2018-01-08 11,8/1/2018 11,2018,2018-1,11-Jan,8-Jan,11-Aug,1,8,11,97.33,2.83,0.00,1.92,301.70,159431.40,22.00
2018-01-08 12,8/1/2018 12,2018,2018-1,12-Jan,8-Jan,12-Aug,1,8,12,90.00,3.10,0.00,1.92,303.29,235949.79,20.33
2018-01-08 13,8/1/2018 13,2018,2018-1,13-Jan,8-Jan,13-Aug,1,8,13,86.67,2.97,0.00,1.92,304.17,295521.55,18.33
2018-01-08 14,8/1/2018 14,2018,2018-1,14-Jan,8-Jan,14-Aug,1,8,14,88.67,2.63,0.00,1.92,304.61,300362.25,16.00
2018-01-08 15,8/1/2018 15,2018,2018-1,15-Jan,8-Jan,15-Aug,1,8,15,95.00,2.33,0.00,1.92,304.88,296049.77,15.33
2018-01-08 16,8/1/2018 16,2018,2018-1,16-Jan,8-Jan,16-Aug,1,8,16,106.67,2.23,0.00,1.92,304.89,261546.46,15.33
2018-01-08 17,8/1/2018 17,2018,2018-1,17-Jan,8-Jan,17-Aug,1,8,17,119.33,2.33,0.00,1.92,304.76,222246.79,15.00
2018-01-08 18,8/1/2018 18,2018,2018-1,18-Jan,8-Jan,18-Aug,1,8,18,127.33,2.23,0.00,1.92,303.87,145262.63,14.33
2018-01-08 19,8/1/2018 19,2018,2018-1,19-Jan,8-Jan,19-Aug,1,8,19,133.67,1.90,0.00,1.92,302.90,69195.89,14.33
2018-01-08 20,8/1/2018 20,2018,2018-1,20-Jan,8-Jan,20-Aug,1,8,20,135.33,1.60,0.00,1.92,301.93,24051.72,16.67
2018-01-08 21,8/1/2018 21,2018,2018-1,21-Jan,8-Jan,21-Aug,1,8,21,135.67,1.63,0.00,1.92,301.41,3887.74,18.67
2018-01-08 22,8/1/2018 22,2018,2018-1,22-Jan,8-Jan,22-Aug,1,8,22,132.00,2.03,0.00,1.92,300.86,0.00,19.67
2018-01-08 23,8/1/2018 23,2018,2018-1,23-Jan,8-Jan,23-Aug,1,8,23,129.33,2.40,0.00,1.92,300.38,0.00,18.67
2018-01-09 00,9/1/2018 0,2018,2018-1,Jan-00,9-Jan,Sep-00,1,9,0,128.67,2.57,0.00,1.92,299.93,0.00,20.67
2018-01-09 01,9/1/2018 1,2018,2018-1,1-Jan,9-Jan,1-Sep,1,9,1,127.33,2.53,0.00,1.92,299.55,0.00,19.33
2018-01-09 02,9/1/2018 2,2018,2018-1,2-Jan,9-Jan,2-Sep,1,9,2,126.00,2.37,0.00,1.92,299.20,0.00,20.00
2018-01-09 03,9/1/2018 3,2018,2018-1,3-Jan,9-Jan,3-Sep,1,9,3,124.67,2.07,0.00,1.92,298.92,0.00,16.33
2018-01-09 04,9/1/2018 4,2018,2018-1,4-Jan,9-Jan,4-Sep,1,9,4,129.33,1.73,0.00,1.92,298.66,0.00,18.33
2018-01-09 05,9/1/2018 5,2018,2018-1,5-Jan,9-Jan,5-Sep,1,9,5,139.00,1.53,0.00,1.92,298.40,0.00,20.67
2018-01-09 06,9/1/2018 6,2018,2018-1,6-Jan,9-Jan,6-Sep,1,9,6,145.00,1.47,0.00,1.92,298.22,0.00,22.00
2018-01-09 07,9/1/2018 7,2018,2018-1,7-Jan,9-Jan,7-Sep,1,9,7,138.67,1.50,0.00,1.92,298.28,0.00,24.67
2018-01-09 08,9/1/2018 8,2018,2018-1,8-Jan,9-Jan,8-Sep,1,9,8,119.67,1.33,0.00,1.92,298.32,4230.51,24.67
2018-01-09 09,9/1/2018 9,2018,2018-1,9-Jan,9-Jan,9-Sep,1,9,9,101.33,1.37,0.00,1.92,298.75,29118.97,27.00
2018-01-09 10,9/1/2018 10,2018,2018-1,10-Jan,9-Jan,10-Sep,1,9,10,89.00,1.53,0.00,1.92,299.94,83108.20,25.33
2018-01-09 11,9/1/2018 11,2018,2018-1,11-Jan,9-Jan,11-Sep,1,9,11,84.33,1.83,0.00,1.92,301.55,164366.75,23.67
2018-01-09 12,9/1/2018 12,2018,2018-1,12-Jan,9-Jan,12-Sep,1,9,12,78.33,2.10,0.00,1.92,303.12,244962.56,26.33
2018-01-09 13,9/1/2018 13,2018,2018-1,13-Jan,9-Jan,13-Sep,1,9,13,72.33,2.20,0.00,1.92,304.03,300266.37,26.00
