Time,date,year,YearMonth,MonthHour,MonthDay,DayHour,month,day,hour,wd_s,ws_s,Rainfall_s,lowleaf_s,temp_s,uvb_s,PM2.5_s
2023-02-26 12,26/2/2023 12,2023,2023-2,12-Feb,26-Feb,26-12,2,26,12,10.67,3.00,0.00,1.96,301.24,287397.95,26.67
2023-02-26 13,26/2/2023 13,2023,2023-2,13-Feb,26-Feb,26-13,2,26,13,10.67,2.83,0.00,1.96,302.57,357636.33,21.67
2023-02-26 14,26/2/2023 14,2023,2023-2,14-Feb,26-Feb,26-14,2,26,14,10.33,2.80,0.00,1.96,303.45,394883.54,22.00
2023-02-26 15,26/2/2023 15,2023,2023-2,15-Feb,26-Feb,26-15,2,26,15,11.67,2.90,0.00,1.96,304.29,399067.11,21.67
2023-02-26 16,26/2/2023 16,2023,2023-2,16-Feb,26-Feb,26-16,2,26,16,16.67,2.97,0.00,1.96,304.92,359538.88,21.67
2023-02-26 17,26/2/2023 17,2023,2023-2,17-Feb,26-Feb,26-17,2,26,17,25.00,2.77,0.00,1.96,305.41,291319.94,20.33
2023-02-26 18,26/2/2023 18,2023,2023-2,18-Feb,26-Feb,26-18,2,26,18,59.00,2.13,0.00,1.96,305.13,184083.29,22.00
2023-02-26 19,26/2/2023 19,2023,2023-2,19-Feb,26-Feb,26-19,2,26,19,97.00,1.90,0.00,1.96,304.05,95830.41,28.33
2023-02-26 20,26/2/2023 20,2023,2023-2,20-Feb,26-Feb,26-20,2,26,20,130.00,1.87,0.00,1.96,302.25,28366.87,32.33
2023-02-26 21,26/2/2023 21,2023,2023-2,21-Feb,26-Feb,26-21,2,26,21,135.33,2.00,0.00,1.96,300.92,8522.68,34.33
2023-02-26 22,26/2/2023 22,2023,2023-2,22-Feb,26-Feb,26-22,2,26,22,105.67,1.53,0.00,1.96,300.07,0.00,31.67
2023-02-26 23,26/2/2023 23,2023,2023-2,23-Feb,26-Feb,26-23,2,26,23,66.67,1.33,0.00,1.96,299.84,0.00,35.00
2023-02-27 00,27/2/2023 0,2023,2023-2,Feb-00,27-Feb,27-0,2,27,0,25.67,1.57,0.00,1.96,299.59,0.00,32.00
2023-02-27 01,27/2/2023 1,2023,2023-2,1-Feb,27-Feb,27-1,2,27,1,14.00,2.07,0.00,1.96,299.15,0.00,30.67
2023-02-27 02,27/2/2023 2,2023,2023-2,2-Feb,27-Feb,27-2,2,27,2,13.67,2.37,0.00,1.96,298.61,0.00,24.00
2023-02-27 03,27/2/2023 3,2023,2023-2,3-Feb,27-Feb,27-3,2,27,3,15.67,2.53,0.00,1.96,298.08,0.00,23.33
2023-02-27 04,27/2/2023 4,2023,2023-2,4-Feb,27-Feb,27-4,2,27,4,17.33,2.67,0.00,1.96,297.55,0.00,20.67
2023-02-27 05,27/2/2023 5,2023,2023-2,5-Feb,27-Feb,27-5,2,27,5,18.33,2.77,0.00,1.96,297.11,0.00,21.67
2023-02-27 06,27/2/2023 6,2023,2023-2,6-Feb,27-Feb,27-6,2,27,6,16.00,2.60,0.00,1.96,296.37,0.00,20.67
2023-02-27 07,27/2/2023 7,2023,2023-2,7-Feb,27-Feb,27-7,2,27,7,13.33,2.40,0.00,1.96,295.81,0.00,21.67
2023-02-27 08,27/2/2023 8,2023,2023-2,8-Feb,27-Feb,27-8,2,27,8,9.00,2.27,0.00,1.96,295.51,6181.48,23.00
2023-02-27 11,27/2/2023 11,2023,2023-2,11-Feb,27-Feb,27-11,2,27,11,10.33,2.37,0.00,1.96,295.88,37785.48,25.33
2023-02-27 12,27/2/2023 12,2023,2023-2,12-Feb,27-Feb,27-12,2,27,12,12.33,2.03,0.00,1.96,298.30,161336.63,34.00
2023-02-27 13,27/2/2023 13,2023,2023-2,13-Feb,27-Feb,27-13,2,27,13,17.67,1.87,0.00,1.96,300.89,292693.08,40.67
2023-02-27 14,27/2/2023 14,2023,2023-2,14-Feb,27-Feb,27-14,2,27,14,28.00,2.03,0.00,1.96,303.61,397678.43,44.67
2023-02-27 15,27/2/2023 15,2023,2023-2,15-Feb,27-Feb,27-15,2,27,15,35.33,2.60,0.00,1.96,304.55,364187.10,34.67
2023-02-27 16,27/2/2023 16,2023,2023-2,16-Feb,27-Feb,27-16,2,27,16,36.67,2.90,0.00,1.96,305.06,291999.83,25.67
2023-02-27 17,27/2/2023 17,2023,2023-2,17-Feb,27-Feb,27-17,2,27,17,30.67,2.57,0.00,1.96,305.16,186103.58,18.33
2023-02-27 18,27/2/2023 18,2023,2023-2,18-Feb,27-Feb,27-18,2,27,18,72.33,1.90,0.00,1.96,304.59,119539.69,23.33
2023-02-27 19,27/2/2023 19,2023,2023-2,19-Feb,27-Feb,27-19,2,27,19,116.33,1.53,0.00,1.96,303.83,59740.54,26.33
2023-02-27 20,27/2/2023 20,2023,2023-2,20-Feb,27-Feb,27-20,2,27,20,160.33,1.40,0.00,1.96,302.60,29047.44,29.33
2023-02-27 21,27/2/2023 21,2023,2023-2,21-Feb,27-Feb,27-21,2,27,21,159.67,1.53,0.00,1.96,301.61,5551.52,27.67
2023-02-27 22,27/2/2023 22,2023,2023-2,22-Feb,27-Feb,27-22,2,27,22,139.33,1.10,0.00,1.96,300.69,0.00,29.00
2023-02-27 23,27/2/2023 23,2023,2023-2,23-Feb,27-Feb,27-23,2,27,23,96.33,0.97,0.00,1.96,300.14,0.00,34.00
2023-02-28 00,28/2/2023 0,2023,2023-2,Feb-00,28-Feb,28-0,2,28,0,52.33,1.03,0.00,1.96,299.75,0.00,38.00
2023-02-28 01,28/2/2023 1,2023,2023-2,1-Feb,28-Feb,28-1,2,28,1,26.33,1.50,0.00,1.96,299.40,0.00,36.33
2023-02-28 02,28/2/2023 2,2023,2023-2,2-Feb,28-Feb,28-2,2,28,2,22.00,1.77,0.00,1.96,299.01,0.00,29.33
2023-02-28 03,28/2/2023 3,2023,2023-2,3-Feb,28-Feb,28-3,2,28,3,19.33,1.93,0.00,1.96,298.61,0.00,21.00
2023-02-28 04,28/2/2023 4,2023,2023-2,4-Feb,28-Feb,28-4,2,28,4,19.33,2.03,0.00,1.96,298.25,0.00,17.67
2023-02-28 05,28/2/2023 5,2023,2023-2,5-Feb,28-Feb,28-5,2,28,5,20.33,2.17,0.00,1.96,297.95,0.00,19.33
2023-02-28 06,28/2/2023 6,2023,2023-2,6-Feb,28-Feb,28-6,2,28,6,19.33,2.07,0.00,1.96,297.50,0.00,20.00
2023-02-28 08,28/2/2023 8,2023,2023-2,8-Feb,28-Feb,28-8,2,28,8,24.67,1.90,0.00,1.96,297.11,0.00,21.00
2023-02-28 09,28/2/2023 9,2023,2023-2,9-Feb,28-Feb,28-9,2,28,9,39.00,1.53,0.00,1.96,297.40,31294.96,24.67
2023-02-28 10,28/2/2023 10,2023,2023-2,10-Feb,28-Feb,28-10,2,28,10,57.00,1.40,0.00,1.96,298.61,93970.73,28.00
2023-02-28 11,28/2/2023 11,2023,2023-2,11-Feb,28-Feb,28-11,2,28,11,70.33,1.27,0.00,1.96,300.17,190893.48,31.67
2023-02-28 12,28/2/2023 12,2023,2023-2,12-Feb,28-Feb,28-12,2,28,12,71.33,1.17,0.00,1.96,301.60,275654.09,33.33
2023-02-28 13,28/2/2023 13,2023,2023-2,13-Feb,28-Feb,28-13,2,28,13,64.00,1.27,0.00,1.96,302.86,346042.22,36.00
2023-02-28 14,28/2/2023 14,2023,2023-2,14-Feb,28-Feb,28-14,2,28,14,56.00,1.67,0.00,1.96,304.00,384222.67,37.67
2023-02-28 15,28/2/2023 15,2023,2023-2,15-Feb,28-Feb,28-15,2,28,15,52.33,1.97,0.00,1.96,304.70,377013.19,29.00
2023-02-28 16,28/2/2023 16,2023,2023-2,16-Feb,28-Feb,28-16,2,28,16,55.67,2.00,0.00,1.96,304.85,346366.25,23.33
2023-02-28 17,28/2/2023 17,2023,2023-2,17-Feb,28-Feb,28-17,2,28,17,66.00,1.77,0.00,1.96,304.81,282596.71,16.67
2023-02-28 18,28/2/2023 18,2023,2023-2,18-Feb,28-Feb,28-18,2,28,18,94.33,1.83,0.00,1.96,304.13,197398.81,21.00
2023-02-28 19,28/2/2023 19,2023,2023-2,19-Feb,28-Feb,28-19,2,28,19,126.33,2.03,0.00,1.96,303.33,104042.34,21.67
2023-02-28 20,28/2/2023 20,2023,2023-2,20-Feb,28-Feb,28-20,2,28,20,151.33,2.40,0.00,1.96,302.15,32708.68,23.33
2023-02-28 21,28/2/2023 21,2023,2023-2,21-Feb,28-Feb,28-21,2,28,21,156.33,2.63,0.00,1.96,301.62,9060.49,21.67
2023-02-28 22,28/2/2023 22,2023,2023-2,22-Feb,28-Feb,28-22,2,28,22,154.67,2.67,0.00,1.96,301.05,0.00,24.67
2023-02-28 23,28/2/2023 23,2023,2023-2,23-Feb,28-Feb,28-23,2,28,23,149.33,2.33,0.00,1.96,300.78,0.00,24.67
2023-03-01 00,1/3/2023 0,2023,2023-3,Mar-00,1-Mar,Jan-00,3,1,0,143.67,1.87,0.00,1.96,300.41,0.00,25.67
2023-03-01 01,1/3/2023 1,2023,2023-3,1-Mar,1-Mar,1-Jan,3,1,1,143.00,1.43,0.00,1.96,299.99,0.00,24.33
2023-03-01 02,1/3/2023 2,2023,2023-3,2-Mar,1-Mar,2-Jan,3,1,2,144.67,1.07,0.00,1.96,299.69,0.00,28.33
2023-03-01 03,1/3/2023 3,2023,2023-3,3-Mar,1-Mar,3-Jan,3,1,3,136.67,0.80,0.00,1.96,299.34,0.00,30.33
2023-03-01 04,1/3/2023 4,2023,2023-3,4-Mar,1-Mar,4-Jan,3,1,4,121.67,0.67,0.00,1.96,299.16,0.00,31.67
2023-03-01 05,1/3/2023 5,2023,2023-3,5-Mar,1-Mar,5-Jan,3,1,5,106.33,0.70,0.00,1.96,298.87,0.00,32.33
2023-03-01 06,1/3/2023 6,2023,2023-3,6-Mar,1-Mar,6-Jan,3,1,6,128.67,0.70,0.00,1.96,298.48,0.00,34.33
2023-03-01 07,1/3/2023 7,2023,2023-3,7-Mar,1-Mar,7-Jan,3,1,7,152.67,0.67,0.00,1.96,298.13,0.00,42.67
2023-03-01 08,1/3/2023 8,2023,2023-3,8-Mar,1-Mar,8-Jan,3,1,8,121.67,0.40,0.00,1.96,297.85,3306.08,43.00
2023-03-01 09,1/3/2023 9,2023,2023-3,9-Mar,1-Mar,9-Jan,3,1,9,90.67,0.33,0.00,1.95,297.95,23750.24,43.33
2023-03-01 10,1/3/2023 10,2023,2023-3,10-Mar,1-Mar,10-Jan,3,1,10,70.67,0.30,0.00,1.95,298.65,79772.16,39.33
2023-03-01 11,1/3/2023 11,2023,2023-3,11-Mar,1-Mar,11-Jan,3,1,11,118.67,0.43,0.00,1.95,300.06,169540.43,38.67
2023-03-01 12,1/3/2023 12,2023,2023-3,12-Mar,1-Mar,12-Jan,3,1,12,153.00,0.47,0.00,1.95,301.70,260306.04,38.00
2023-03-01 13,1/3/2023 13,2023,2023-3,13-Mar,1-Mar,13-Jan,3,1,13,172.33,0.37,0.00,1.95,303.30,336073.55,39.33
2023-03-01 14,1/3/2023 14,2023,2023-3,14-Mar,1-Mar,14-Jan,3,1,14,139.33,0.40,0.00,1.95,304.45,379597.16,39.67
2023-03-01 15,1/3/2023 15,2023,2023-3,15-Mar,1-Mar,15-Jan,3,1,15,90.67,0.53,0.00,1.95,305.32,362200.56,39.00
2023-03-01 16,1/3/2023 16,2023,2023-3,16-Mar,1-Mar,16-Jan,3,1,16,51.00,0.70,0.00,1.95,305.66,321649.17,32.00
2023-03-01 17,1/3/2023 17,2023,2023-3,17-Mar,1-Mar,17-Jan,3,1,17,67.00,0.70,0.00,1.95,305.70,245043.69,30.33
2023-03-01 18,1/3/2023 18,2023,2023-3,18-Mar,1-Mar,18-Jan,3,1,18,112.33,1.13,0.00,1.95,305.18,179238.48,27.00
2023-03-01 19,1/3/2023 19,2023,2023-3,19-Mar,1-Mar,19-Jan,3,1,19,147.00,1.77,0.00,1.95,304.14,98057.43,26.67
2023-03-01 20,1/3/2023 20,2023,2023-3,20-Mar,1-Mar,20-Jan,3,1,20,159.00,2.50,0.00,1.95,302.82,38064.95,24.00
2023-03-01 21,1/3/2023 21,2023,2023-3,21-Mar,1-Mar,21-Jan,3,1,21,144.33,2.63,0.00,1.95,301.64,10056.99,23.33
2023-03-01 22,1/3/2023 22,2023,2023-3,22-Mar,1-Mar,22-Jan,3,1,22,140.00,2.53,0.00,1.95,300.53,0.00,24.67
2023-03-01 23,1/3/2023 23,2023,2023-3,23-Mar,1-Mar,23-Jan,3,1,23,144.33,2.33,0.00,1.95,299.75,0.00,26.33
2023-03-02 00,2/3/2023 0,2023,2023-3,Mar-00,2-Mar,Feb-00,3,2,0,149.33,2.10,0.00,1.95,299.32,0.00,28.00
2023-03-02 01,2/3/2023 1,2023,2023-3,1-Mar,2-Mar,1-Feb,3,2,1,150.00,1.90,0.00,1.95,299.20,0.00,27.33
2023-03-02 02,2/3/2023 2,2023,2023-3,2-Mar,2-Mar,2-Feb,3,2,2,148.33,1.70,0.00,1.95,299.09,0.00,27.00
2023-03-02 03,2/3/2023 3,2023,2023-3,3-Mar,2-Mar,3-Feb,3,2,3,140.33,1.50,0.00,1.95,298.89,0.00,27.00
2023-03-02 04,2/3/2023 4,2023,2023-3,4-Mar,2-Mar,4-Feb,3,2,4,125.33,1.30,0.00,1.95,298.70,0.00,28.67
2023-03-02 05,2/3/2023 5,2023,2023-3,5-Mar,2-Mar,5-Feb,3,2,5,101.33,1.20,0.00,1.95,298.42,0.00,27.00
2023-03-02 06,2/3/2023 6,2023,2023-3,6-Mar,2-Mar,6-Feb,3,2,6,92.00,1.17,0.00,1.95,297.93,0.00,27.00
2023-03-02 07,2/3/2023 7,2023,2023-3,7-Mar,2-Mar,7-Feb,3,2,7,88.33,1.27,0.00,1.95,297.49,0.00,25.67
2023-03-02 08,2/3/2023 8,2023,2023-3,8-Mar,2-Mar,8-Feb,3,2,8,92.67,1.47,0.00,1.95,297.25,6336.97,30.33
2023-03-02 09,2/3/2023 9,2023,2023-3,9-Mar,2-Mar,9-Feb,3,2,9,85.00,1.67,0.00,1.95,297.57,37496.45,30.00
2023-03-02 10,2/3/2023 10,2023,2023-3,10-Mar,2-Mar,10-Feb,3,2,10,76.33,1.70,0.00,1.95,298.66,100742.60,31.33
2023-03-02 11,2/3/2023 11,2023,2023-3,11-Mar,2-Mar,11-Feb,3,2,11,62.33,1.43,0.00,1.95,300.08,183950.25,30.67
2023-03-02 12,2/3/2023 12,2023,2023-3,12-Mar,2-Mar,12-Feb,3,2,12,156.00,1.03,0.00,1.95,301.54,263645.13,43.00
2023-03-02 13,2/3/2023 13,2023,2023-3,13-Mar,2-Mar,13-Feb,3,2,13,252.00,0.73,0.00,1.95,302.77,310241.31,46.00
2023-03-02 14,2/3/2023 14,2023,2023-3,14-Mar,2-Mar,14-Feb,3,2,14,246.67,0.63,0.00,1.95,303.56,337186.02,45.00
2023-03-02 15,2/3/2023 15,2023,2023-3,15-Mar,2-Mar,15-Feb,3,2,15,148.00,0.70,0.00,1.95,304.08,332632.81,38.67
2023-03-02 16,2/3/2023 16,2023,2023-3,16-Mar,2-Mar,16-Feb,3,2,16,60.00,0.83,0.00,1.95,304.03,298961.21,39.33
2023-03-02 17,2/3/2023 17,2023,2023-3,17-Mar,2-Mar,17-Feb,3,2,17,92.67,1.10,0.00,1.95,303.98,234230.98,42.67
2023-03-02 18,2/3/2023 18,2023,2023-3,18-Mar,2-Mar,18-Feb,3,2,18,118.67,1.60,0.00,1.95,303.62,158561.60,36.67
2023-03-02 19,2/3/2023 19,2023,2023-3,19-Mar,2-Mar,19-Feb,3,2,19,136.67,2.33,0.00,1.95,303.15,91743.49,30.00
2023-03-02 20,2/3/2023 20,2023,2023-3,20-Mar,2-Mar,20-Feb,3,2,20,140.67,3.07,0.00,1.95,302.36,39984.39,24.33
2023-03-02 21,2/3/2023 21,2023,2023-3,21-Mar,2-Mar,21-Feb,3,2,21,137.00,3.37,0.00,1.95,301.59,9352.62,27.67
2023-03-02 22,2/3/2023 22,2023,2023-3,22-Mar,2-Mar,22-Feb,3,2,22,128.33,3.13,0.00,1.95,300.82,0.00,33.33
2023-03-02 23,2/3/2023 23,2023,2023-3,23-Mar,2-Mar,23-Feb,3,2,23,120.33,2.50,0.00,1.95,300.24,0.00,38.67
2023-03-03 00,3/3/2023 0,2023,2023-3,Mar-00,3-Mar,Mar-00,3,3,0,118.33,1.90,0.00,1.95,299.78,0.00,38.33
2023-03-03 01,3/3/2023 1,2023,2023-3,1-Mar,3-Mar,1-Mar,3,3,1,121.00,1.50,0.00,1.95,299.25,0.00,37.67
2023-03-03 02,3/3/2023 2,2023,2023-3,2-Mar,3-Mar,2-Mar,3,3,2,120.00,1.33,0.00,1.95,298.60,0.00,42.33
2023-03-03 03,3/3/2023 3,2023,2023-3,3-Mar,3-Mar,3-Mar,3,3,3,109.00,1.30,0.00,1.95,297.93,0.00,39.67
2023-03-03 04,3/3/2023 4,2023,2023-3,4-Mar,3-Mar,4-Mar,3,3,4,100.00,1.20,0.00,1.95,297.47,0.00,39.67
2023-03-03 05,3/3/2023 5,2023,2023-3,5-Mar,3-Mar,5-Mar,3,3,5,109.33,0.80,0.00,1.95,297.22,0.00,34.33
2023-03-03 06,3/3/2023 6,2023,2023-3,6-Mar,3-Mar,6-Mar,3,3,6,154.67,0.67,0.00,1.95,296.87,0.00,41.00
2023-03-03 07,3/3/2023 7,2023,2023-3,7-Mar,3-Mar,7-Mar,3,3,7,189.67,0.67,0.00,1.95,296.54,0.00,43.67
2023-03-03 08,3/3/2023 8,2023,2023-3,8-Mar,3-Mar,8-Mar,3,3,8,206.33,0.97,0.00,1.95,296.42,6577.35,42.33
2023-03-03 09,3/3/2023 9,2023,2023-3,9-Mar,3-Mar,9-Mar,3,3,9,184.33,1.00,0.00,1.95,296.79,39149.41,40.67
2023-03-03 10,3/3/2023 10,2023,2023-3,10-Mar,3-Mar,10-Mar,3,3,10,175.67,0.90,0.00,1.95,298.03,105668.71,34.00
2023-03-03 11,3/3/2023 11,2023,2023-3,11-Mar,3-Mar,11-Mar,3,3,11,181.67,0.83,0.00,1.95,299.37,198078.11,33.33
2023-03-03 12,3/3/2023 12,2023,2023-3,12-Mar,3-Mar,12-Mar,3,3,12,202.00,0.90,0.00,1.95,300.72,289392.06,29.00
2023-03-03 13,3/3/2023 13,2023,2023-3,13-Mar,3-Mar,13-Mar,3,3,13,222.00,1.17,0.00,1.95,301.72,359748.90,30.67
2023-03-03 14,3/3/2023 14,2023,2023-3,14-Mar,3-Mar,14-Mar,3,3,14,238.33,1.43,0.00,1.95,302.87,398320.46,36.67
2023-03-03 15,3/3/2023 15,2023,2023-3,15-Mar,3-Mar,15-Mar,3,3,15,254.33,1.53,0.00,1.95,303.87,383254.90,56.67
2023-03-03 16,3/3/2023 16,2023,2023-3,16-Mar,3-Mar,16-Mar,3,3,16,261.33,1.47,0.00,1.95,304.40,335104.44,67.67
2023-03-03 17,3/3/2023 17,2023,2023-3,17-Mar,3-Mar,17-Mar,3,3,17,250.00,1.40,0.00,1.95,304.41,260534.15,66.33
2023-03-03 18,3/3/2023 18,2023,2023-3,18-Mar,3-Mar,18-Mar,3,3,18,226.67,1.50,0.00,1.95,303.61,180507.62,50.00
2023-03-03 19,3/3/2023 19,2023,2023-3,19-Mar,3-Mar,19-Mar,3,3,19,199.67,1.77,0.00,1.95,302.58,100396.16,43.00
2023-03-03 20,3/3/2023 20,2023,2023-3,20-Mar,3-Mar,20-Mar,3,3,20,180.00,2.27,0.00,1.95,301.22,37408.67,39.00
2023-03-03 21,3/3/2023 21,2023,2023-3,21-Mar,3-Mar,21-Mar,3,3,21,164.67,2.67,0.00,1.95,300.42,8614.73,35.33
2023-03-03 22,3/3/2023 22,2023,2023-3,22-Mar,3-Mar,22-Mar,3,3,22,153.67,2.83,0.00,1.95,299.63,0.53,30.33
2023-03-03 23,3/3/2023 23,2023,2023-3,23-Mar,3-Mar,23-Mar,3,3,23,145.00,2.60,0.00,1.95,299.07,0.00,29.67
2023-03-04 00,4/3/2023 0,2023,2023-3,Mar-00,4-Mar,Apr-00,3,4,0,134.00,2.17,0.00,1.95,298.70,0.00,30.00
2023-03-04 01,4/3/2023 1,2023,2023-3,1-Mar,4-Mar,1-Apr,3,4,1,118.67,1.77,0.00,1.95,298.38,0.00,34.00
2023-03-04 02,4/3/2023 2,2023,2023-3,2-Mar,4-Mar,2-Apr,3,4,2,101.67,1.57,0.00,1.95,298.17,0.00,38.67
2023-03-04 03,4/3/2023 3,2023,2023-3,3-Mar,4-Mar,3-Apr,3,4,3,89.00,1.43,0.00,1.95,297.88,0.00,52.33
2023-03-04 04,4/3/2023 4,2023,2023-3,4-Mar,4-Mar,4-Apr,3,4,4,82.00,1.37,0.00,1.95,297.68,0.00,57.00
2023-03-04 05,4/3/2023 5,2023,2023-3,5-Mar,4-Mar,5-Apr,3,4,5,78.00,1.17,0.00,1.95,297.43,0.00,57.00
2023-03-04 06,4/3/2023 6,2023,2023-3,6-Mar,4-Mar,6-Apr,3,4,6,55.33,0.90,0.00,1.95,297.03,0.00,49.67
2023-03-04 07,4/3/2023 7,2023,2023-3,7-Mar,4-Mar,7-Apr,3,4,7,32.33,0.83,0.00,1.95,296.65,0.00,50.67
2023-03-04 08,4/3/2023 8,2023,2023-3,8-Mar,4-Mar,8-Apr,3,4,8,16.67,0.83,0.00,1.94,296.47,6273.78,56.00
2023-03-04 09,4/3/2023 9,2023,2023-3,9-Mar,4-Mar,9-Apr,3,4,9,32.33,1.03,0.00,1.94,296.76,37434.91,61.33
2023-03-04 10,4/3/2023 10,2023,2023-3,10-Mar,4-Mar,10-Apr,3,4,10,48.33,1.10,0.00,1.94,297.66,83356.32,63.67
2023-03-04 11,4/3/2023 11,2023,2023-3,11-Mar,4-Mar,11-Apr,3,4,11,50.33,1.13,0.00,1.94,298.83,167585.23,62.00
2023-03-04 12,4/3/2023 12,2023,2023-3,12-Mar,4-Mar,12-Apr,3,4,12,33.67,0.97,0.00,1.94,299.95,246297.84,58.33
2023-03-04 13,4/3/2023 13,2023,2023-3,13-Mar,4-Mar,13-Apr,3,4,13,129.67,0.70,0.00,1.94,300.60,252826.92,57.67
2023-03-04 14,4/3/2023 14,2023,2023-3,14-Mar,4-Mar,14-Apr,3,4,14,233.33,0.47,0.00,1.94,301.25,291241.11,53.67
2023-03-04 15,4/3/2023 15,2023,2023-3,15-Mar,4-Mar,15-Apr,3,4,15,232.67,0.30,0.00,1.94,301.80,295691.58,50.00
2023-03-04 16,4/3/2023 16,2023,2023-3,16-Mar,4-Mar,16-Apr,3,4,16,164.67,0.23,0.00,1.94,302.33,312699.71,45.33
2023-03-04 17,4/3/2023 17,2023,2023-3,17-Mar,4-Mar,17-Apr,3,4,17,108.33,0.30,0.00,1.94,302.49,245094.48,47.67
2023-03-04 18,4/3/2023 18,2023,2023-3,18-Mar,4-Mar,18-Apr,3,4,18,159.33,0.80,0.00,1.94,302.27,164323.73,46.67
2023-03-04 19,4/3/2023 19,2023,2023-3,19-Mar,4-Mar,19-Apr,3,4,19,167.33,1.40,0.00,1.94,301.78,104727.05,41.00
2023-03-04 20,4/3/2023 20,2023,2023-3,20-Mar,4-Mar,20-Apr,3,4,20,162.00,2.10,0.00,1.94,301.03,43415.94,33.33
2023-03-04 21,4/3/2023 21,2023,2023-3,21-Mar,4-Mar,21-Apr,3,4,21,157.33,2.43,0.00,1.94,300.13,9862.48,31.00
2023-03-04 22,4/3/2023 22,2023,2023-3,22-Mar,4-Mar,22-Apr,3,4,22,145.33,2.50,0.00,1.94,299.26,0.53,30.67
2023-03-04 23,4/3/2023 23,2023,2023-3,23-Mar,4-Mar,23-Apr,3,4,23,127.33,2.17,0.00,1.94,298.48,0.00,39.00
2023-03-05 00,5/3/2023 0,2023,2023-3,Mar-00,5-Mar,May-00,3,5,0,106.00,1.87,0.00,1.94,297.90,0.00,40.33
2023-03-05 01,5/3/2023 1,2023,2023-3,1-Mar,5-Mar,1-May,3,5,1,87.67,1.70,0.00,1.94,297.27,0.00,43.67
2023-03-05 02,5/3/2023 2,2023,2023-3,2-Mar,5-Mar,2-May,3,5,2,80.33,1.53,0.00,1.94,296.76,0.00,39.33
2023-03-05 03,5/3/2023 3,2023,2023-3,3-Mar,5-Mar,3-May,3,5,3,86.00,1.20,0.00,1.94,296.36,0.00,41.33
2023-03-05 04,5/3/2023 4,2023,2023-3,4-Mar,5-Mar,4-May,3,5,4,92.33,0.80,0.00,1.94,296.21,0.00,44.33
2023-03-05 05,5/3/2023 5,2023,2023-3,5-Mar,5-Mar,5-May,3,5,5,80.00,0.53,0.00,1.94,296.17,0.00,46.00
2023-03-05 06,5/3/2023 6,2023,2023-3,6-Mar,5-Mar,6-May,3,5,6,163.67,0.37,0.00,1.94,296.00,0.00,47.33
2023-03-06 07,6/3/2023 7,2023,2023-3,7-Mar,6-Mar,7-Jun,3,6,7,136.00,0.47,0.00,1.94,295.67,0.00,48.33
2023-03-06 08,6/3/2023 8,2023,2023-3,8-Mar,6-Mar,8-Jun,3,6,8,139.00,0.57,0.00,1.94,295.52,6198.90,49.00
2023-03-06 09,6/3/2023 9,2023,2023-3,9-Mar,6-Mar,9-Jun,3,6,9,50.67,0.80,0.00,1.94,295.94,39356.13,51.33
2023-03-06 10,6/3/2023 10,2023,2023-3,10-Mar,6-Mar,10-Jun,3,6,10,85.33,0.77,0.00,1.94,297.08,104546.45,52.00
2023-03-06 11,6/3/2023 11,2023,2023-3,11-Mar,6-Mar,11-Jun,3,6,11,110.67,0.63,0.00,1.94,298.18,192983.42,52.33
2023-03-06 12,6/3/2023 12,2023,2023-3,12-Mar,6-Mar,12-Jun,3,6,12,168.33,0.40,0.00,1.94,299.22,284209.33,50.00
2023-03-06 13,6/3/2023 13,2023,2023-3,13-Mar,6-Mar,13-Jun,3,6,13,230.33,0.33,0.00,1.94,300.22,356944.69,45.33
2023-03-06 14,6/3/2023 14,2023,2023-3,14-Mar,6-Mar,14-Jun,3,6,14,296.00,0.47,0.00,1.94,301.36,399796.31,43.67
2023-03-06 15,6/3/2023 15,2023,2023-3,15-Mar,6-Mar,15-Jun,3,6,15,319.33,0.60,0.00,1.94,302.45,392569.00,43.67
2023-03-06 16,6/3/2023 16,2023,2023-3,16-Mar,6-Mar,16-Jun,3,6,16,326.33,0.57,0.00,1.94,302.90,336777.29,46.00
2023-03-06 17,6/3/2023 17,2023,2023-3,17-Mar,6-Mar,17-Jun,3,6,17,300.00,0.43,0.00,1.94,303.08,268040.19,47.67
2023-03-06 18,6/3/2023 18,2023,2023-3,18-Mar,6-Mar,18-Jun,3,6,18,249.00,0.93,0.00,1.94,302.97,187783.65,44.33
2023-03-06 19,6/3/2023 19,2023,2023-3,19-Mar,6-Mar,19-Jun,3,6,19,195.67,1.83,0.00,1.94,302.42,115655.03,42.00
2023-03-06 20,6/3/2023 20,2023,2023-3,20-Mar,6-Mar,20-Jun,3,6,20,163.33,3.07,0.00,1.94,301.37,46905.17,38.00
2023-03-06 21,6/3/2023 21,2023,2023-3,21-Mar,6-Mar,21-Jun,3,6,21,152.67,3.67,0.00,1.94,300.02,10005.88,37.33
2023-03-06 22,6/3/2023 22,2023,2023-3,22-Mar,6-Mar,22-Jun,3,6,22,146.00,3.80,0.00,1.94,299.19,0.53,34.33
2023-03-06 23,6/3/2023 23,2023,2023-3,23-Mar,6-Mar,23-Jun,3,6,23,141.00,3.57,0.00,1.94,298.77,0.00,31.33
2023-03-07 00,7/3/2023 0,2023,2023-3,Mar-00,7-Mar,Jul-00,3,7,0,137.33,3.23,0.00,1.94,298.48,0.00,28.67
